ParentKey	LineNum	BatchNumber	ManufacturerSerialNumber	InternalSerialNumber	ExpiryDate	ManufacturingDate	AddmisionDate	Location	Notes	Quantity	BaseLineNumber	TrackingNote	TrackingNoteLine	ItemCode	SystemSerialNumber
1		SAP-SH1			20211031	20201031	20201031		2SK30 CLD	1074	89				
1		SAP-SH1			20211031	20201031	20201031		2SK3115 CLD	40	90				
1		SAP-SH1			20211031	20201031	20201031		5Q1265RF CLD	61	91				
1		SAP-SH1			20211031	20201031	20201031		74LS00P CLD	845	92				
1		SAP-SH1			20211031	20201031	20201031		74LS02 CLD	731	93				
1		SAP-SH1			20211031	20201031	20201031		74LS04P CLD	1738	94				
1		SAP-SH1			20211031	20201031	20201031		74LS08 CLD	2282	95				
1		SAP-SH1			20211031	20201031	20201031		74LS09 CLD	32	96				
1		SAP-SH1			20211031	20201031	20201031		74LS10 CLD	17	97				
1		SAP-SH1			20211031	20201031	20201031		74LS11 CLD	80	98				
1		SAP-SH1			20211031	20201031	20201031		74LS112 CLD	134	99				
1		SAP-SH1			20211031	20201031	20201031		74LS12 CLD	35	100				
1		SAP-SH1			20211031	20201031	20201031		74LS138 CLD	135	101				
1		SAP-SH1			20211031	20201031	20201031		74LS14 CLD	419	102				
1		SAP-SH1			20211031	20201031	20201031		74LS147 CLD	256	103				
1		SAP-SH1			20211031	20201031	20201031		74LS151 CLD	325	104				
1		SAP-SH1			20211031	20201031	20201031		74LS154 CLD	120	105				
1		SAP-SH1			20211031	20201031	20201031		74LS155 CLD	200	106				
1		SAP-SH1			20211031	20201031	20201031		74LS157 CLD	217	107				
1		SAP-SH1			20211031	20201031	20201031		74LS158N CLD	74	108				
1		SAP-SH1			20211031	20201031	20201031		74LS173 CLD	20	109				
1		SAP-SH1			20211031	20201031	20201031		74LS192 CLD	240	110				
1		SAP-SH1			20211031	20201031	20201031		74LS194 CLD	77	111				
1		SAP-SH1			20211031	20201031	20201031		74LS21 CLD	96	112				
1		SAP-SH1			20211031	20201031	20201031		74LS244 CLD	85	113				
1		SAP-SH1			20211031	20201031	20201031		74LS266 CLD	84	114				
1		SAP-SH1			20211031	20201031	20201031		74LS32 CLD	1715	115				
1		SAP-SH1			20211031	20201031	20201031		74LS47 CLD	1125	116				
1		SAP-SH1			20211031	20201031	20201031		74LS48 CLD	332	117				
1		SAP-SH1			20211031	20201031	20201031		74LS73 CLD	265	118				
1		SAP-SH1			20211031	20201031	20201031		74LS74 CLD	273	119				
1		SAP-SH1			20211031	20201031	20201031		74LS83 CLD	622	120				
1		SAP-SH1			20211031	20201031	20201031		74LS85 CLD	298	121				
1		SAP-SH1			20211031	20201031	20201031		74LS86 CLD	196	122				
1		SAP-SH1			20211031	20201031	20201031		74LS90 CLD	260	123				
1		SAP-SH1			20211031	20201031	20201031		74LS93 CLD	115	124				
1		SAP-SH1			20211031	20201031	20201031		78L05 CHICO CLD	10	125				
1		SAP-SH1			20211031	20201031	20201031		93C46P CLD	75	126				
1		SAP-SH1			20211031	20201031	20201031		AVS-312	187	127				
1		SAP-SH1			20211031	20201031	20201031		KD-033	1	128				
1		SAP-SH1			20211031	20201031	20201031		ZD-205	137	129				
1		SAP-SH1			20211031	20201031	20201031		AD-12V 1.5A	4	130				
1		SAP-SH1			20211031	20201031	20201031		AD-12V 1A	1	131				
1		SAP-SH1			20211031	20201031	20201031		AD-12V 2A	223	132				
1		SAP-SH1			20211031	20201031	20201031		KD-215	66	134				
1		SAP-SH1			20211031	20201031	20201031		AD-121S	1269	135				
1		SAP-SH1			20211031	20201031	20201031		AD-122S	5	136				
1		SAP-SH1			20211031	20201031	20201031		AD-051S	2	137				
1		SAP-SH1			20211031	20201031	20201031		AD-052SC	1229	138				
1		SAP-SH1			20211031	20201031	20201031		AD-052S	928	139				
1		SAP-SH1			20211031	20201031	20201031		AD-053S	6	140				
1		SAP-SH1			20211031	20201031	20201031		AD-912M	434	141				
1		SAP-SH1			20211031	20201031	20201031		AD-912S	201	142				
1		SAP-SH1			20211031	20201031	20201031		AD-2501	126	143				
1		SAP-SH1			20211031	20201031	20201031		ADC-IPUC05	182	144				
1		SAP-SH1			20211031	20201031	20201031		ADC-IPUC04	458	145				
1		SAP-SH1			20211031	20201031	20201031		AD-1200F	1	146				
1		SAP-SH1			20211031	20201031	20201031		AD-24SW	4	147				
1		SAP-SH1			20211031	20201031	20201031		AD-30SW	105	148				
1		SAP-SH1			20211031	20201031	20201031		AD-123S	91	149				
1		SAP-SH1			20211031	20201031	20201031		EB-IPUT04BL	144	150				
1		SAP-SH1			20211031	20201031	20201031		EB-IPUT04BK	165	151				
1		SAP-SH1			20211031	20201031	20201031		EB-IPUT04RD	86	152				
1		SAP-SH1			20211031	20201031	20201031		HV-H140	288	153				
1		SAP-SH1			20211031	20201031	20201031		HV-UC8801	1	154				
1		SAP-SH1			20211031	20201031	20201031		AD-503	399	155				
1		SAP-SH1			20211031	20201031	20201031		AD-122DTV	111	156				
1		SAP-SH1			20211031	20201031	20201031		TJ-1033	35	157				
1		SAP-SH1			20211031	20201031	20201031		TJ-1143	54	158				
1		SAP-SH1			20211031	20201031	20201031		TJ-1235	71	159				
1		SAP-SH1			20211031	20201031	20201031		TJ-1240	10	160				
1		SAP-SH1			20211031	20201031	20201031		AD-1000	721	161				
1		SAP-SH1			20211031	20201031	20201031		AD-1500 EVL	143	162				
1		SAP-SH1			20211031	20201031	20201031		AD-2000	108	163				
1		SAP-SH1			20211031	20201031	20201031		AD-500J	170	164				
1		SAP-SH1			20211031	20201031	20201031		FY-2096A	904	165				
1		SAP-SH1			20211031	20201031	20201031		TJ-1187	1	166				
1		SAP-SH1			20211031	20201031	20201031		TJ-1245	2	167				
1		SAP-SH1			20211031	20201031	20201031		FY-2096U	1	168				
1		SAP-SH1			20211031	20201031	20201031		EV-T01	193	169				
1		SAP-SH1			20211031	20201031	20201031		FY3108ST	169	170				
1		SAP-SH1			20211031	20201031	20201031		FY-5913	1	171				
1		SAP-SH1			20211031	20201031	20201031		APNR-3002	164	172				
1		SAP-SH1			20211031	20201031	20201031		HV-H236BK	426	173				
1		SAP-SH1			20211031	20201031	20201031		HV-UC515WH	73	174				
1		SAP-SH1			20211031	20201031	20201031		HV-UC515BK	15	175				
1		SAP-SH1			20211031	20201031	20201031		LPS-1504	77	176				
1		SAP-SH1			20211031	20201031	20201031		AXC-ZT	1	177				
1		SAP-SH1			20211031	20201031	20201031		CWT-207RD	52	179				
1		SAP-SH1			20211031	20201031	20201031		UE-208B	259	180				
1		SAP-SH1			20211031	20201031	20201031		QX-1730B	155	181				
1		SAP-SH1			20211031	20201031	20201031		HY1.1736B	103	182				
1		SAP-SH1			20211031	20201031	20201031		RPAN320	25	183				
1		SAP-SH1			20211031	20201031	20201031		HY1.1739A	253	184				
1		SAP-SH1			20211031	20201031	20201031		HY1.1740B	188	185				
1		SAP-SH1			20211031	20201031	20201031		RPAN300	74	186				
1		SAP-SH1			20211031	20201031	20201031		HY1.1758	619	187				
1		SAP-SH1			20211031	20201031	20201031		HY1.1744B	518	188				
1		SAP-SH1			20211031	20201031	20201031		HY1.1745	2543	189				
1		SAP-SH1			20211031	20201031	20201031		RPAN350	311	190				
1		SAP-SH1			20211031	20201031	20201031		HY1.1761	51	191				
1		SAP-SH1			20211031	20201031	20201031		HY1.1750	5587	192				
1		SAP-SH1			20211031	20201031	20201031		RPAN335	448	193				
1		SAP-SH1			20211031	20201031	20201031		HY1.1762	552	194				
1		SAP-SH1			20211031	20201031	20201031		RPAN330	258	195				
1		SAP-SH1			20211031	20201031	20201031		HY1.1763	399	196				
1		SAP-SH1			20211031	20201031	20201031		HY1.1756	40	197				
1		SAP-SH1			20211031	20201031	20201031		RPAN310	456	198				
1		SAP-SH1			20211031	20201031	20201031		HY1.1764	110	199				
1		SAP-SH1			20211031	20201031	20201031		QX-1759	278	200				
1		SAP-SH1			20211031	20201031	20201031		HY1.1747	256	201				
1		SAP-SH1			20211031	20201031	20201031		HDV-241MF	10	202				
1		SAP-SH1			20211031	20201031	20201031		ADV-241MF	126	203				
1		SAP-SH1			20211031	20201031	20201031		ADV-245MF	2	204				
1		SAP-SH1			20211031	20201031	20201031		HDC-906	186	205				
1		SAP-SH1			20211031	20201031	20201031		HDC-895	2	206				
1		SAP-SH1			20211031	20201031	20201031		HDC-894	1	207				
1		SAP-SH1			20211031	20201031	20201031		AD-1321G	70	208				
1		SAP-SH1			20211031	20201031	20201031		RPAN200	7	209				
1		SAP-SH1			20211031	20201031	20201031		HY1.1713A	40	210				
1		SAP-SH1			20211031	20201031	20201031		HY1.1794A	351	211				
1		SAP-SH1			20211031	20201031	20201031		HY1.1714B	1549	212				
1		SAP-SH1			20211031	20201031	20201031		HY1.1795B	238	213				
1		SAP-SH1			20211031	20201031	20201031		RPAN240	310	214				
1		SAP-SH1			20211031	20201031	20201031		RPAN245	158	215				
1		SAP-SH1			20211031	20201031	20201031		QX-1066B	21	216				
1		SAP-SH1			20211031	20201031	20201031		HY1.4836	283	217				
1		SAP-SH1			20211031	20201031	20201031		RA3XFJF	33	218				
1		SAP-SH1			20211031	20201031	20201031		HY1.1788A	258	219				
1		SAP-SH1			20211031	20201031	20201031		HY1.1710B	896	220				
1		SAP-SH1			20211031	20201031	20201031		QX-1789B	1435	221				
1		SAP-SH1			20211031	20201031	20201031		GCB-003	1227	222				
1		SAP-SH1			20211031	20201031	20201031		RA3XMJF	60	223				
1		SAP-SH1			20211031	20201031	20201031		HY1.4838	694	224				
1		SAP-SH1			20211031	20201031	20201031		RA2XFJM	1	225				
1		SAP-SH1			20211031	20201031	20201031		JFD-726	98	226				
1		SAP-SH1			20211031	20201031	20201031		JFD-725	15418	227				
1		SAP-SH1			20211031	20201031	20201031		AD-3854	206	228				
1		SAP-SH1			20211031	20201031	20201031		HY1.1722	257	229				
1		SAP-SH1			20211031	20201031	20201031		HY1.1801	388	230				
1		SAP-SH1			20211031	20201031	20201031		HY1.1723	1748	231				
1		SAP-SH1			20211031	20201031	20201031		HY1.1804	8440	232				
1		SAP-SH1			20211031	20201031	20201031		HY1.1724	366	233				
1		SAP-SH1			20211031	20201031	20201031		HY1.1805	83	234				
1		SAP-SH1			20211031	20201031	20201031		QX-4847	27	235				
1		SAP-SH1			20211031	20201031	20201031		HY1.4844	1100	236				
1		SAP-SH1			20211031	20201031	20201031		RA2XMJM	573	237				
1		SAP-SH1			20211031	20201031	20201031		JFD-702	862	238				
1		SAP-SH1			20211031	20201031	20201031		JFD-705	9707	239				
1		SAP-SH1			20211031	20201031	20201031		AD-3853	412	240				
1		SAP-SH1			20211031	20201031	20201031		CC-752	39	241				
1		SAP-SH1			20211031	20201031	20201031		GC-6H OF	102	242				
1		SAP-SH1			20211031	20201031	20201031		VC-4H OF	62	243				
1		SAP-SH1			20211031	20201031	20201031		VAGP-4/4	62	244				
1		SAP-SH1			20211031	20201031	20201031		VANP-4/4	4	245				
1		SAP-SH1			20211031	20201031	20201031		WST-640G	24	246				
1		SAP-SH1			20211031	20201031	20201031		TYA-60	438	247				
1		SAP-SH1			20211031	20201031	20201031		TYA-61	361	248				
1		SAP-SH1			20211031	20201031	20201031		TY21-5	1194	249				
1		SAP-SH1			20211031	20201031	20201031		GA-202	3	250				
1		SAP-SH1			20211031	20201031	20201031		GA-201	183	251				
1		SAP-SH1			20211031	20201031	20201031		TY21-1	172	252				
1		SAP-SH1			20211031	20201031	20201031		BT1031	36	253				
1		SAP-SH1			20211031	20201031	20201031		SCT-25100BK	2	254				
1		SAP-SH1			20211031	20201031	20201031		SCT-25100TR	32	255				
1		SAP-SH1			20211031	20201031	20201031		SCT-25150BK	173	256				
1		SAP-SH1			20211031	20201031	20201031		SCT-25150TR	32	257				
1		SAP-SH1			20211031	20201031	20201031		SCT-25200TR	192	258				
1		SAP-SH1			20211031	20201031	20201031		SCT-36100BK	21	259				
1		SAP-SH1			20211031	20201031	20201031		SCT-36100TR	19	260				
1		SAP-SH1			20211031	20201031	20201031		SCT-36150BK	89	261				
1		SAP-SH1			20211031	20201031	20201031		SCT-36150TR	364	262				
1		SAP-SH1			20211031	20201031	20201031		SCT-36200BK	73	263				
1		SAP-SH1			20211031	20201031	20201031		SCT-36200TR	34	264				
1		SAP-SH1			20211031	20201031	20201031		SCT-48250BK	27	265				
1		SAP-SH1			20211031	20201031	20201031		SCT-48250TR	249	266				
1		SAP-SH1			20211031	20201031	20201031		SCT-48300BK	97	267				
1		SAP-SH1			20211031	20201031	20201031		SCT-48300TR	126	268				
1		SAP-SH1			20211031	20201031	20201031		EM306B	57	269				
1		SAP-SH1			20211031	20201031	20201031		EM305A	36	270				
1		SAP-SH1			20211031	20201031	20201031		MA-200 BLACK	44	271				
1		SAP-SH1			20211031	20201031	20201031		YW-BL401	8	272				
1		SAP-SH1			20211031	20201031	20201031		YW-831A	1	273				
1		SAP-SH1			20211031	20201031	20201031		PA-903U	32	274				
1		SAP-SH1			20211031	20201031	20201031		SPA-256B	57	276				
1		SAP-SH1			20211031	20201031	20201031		SPA-254B	83	277				
1		SAP-SH1			20211031	20201031	20201031		RC-1804	1	278				
1		SAP-SH1			20211031	20201031	20201031		PA-450UR	1	289				
1		SAP-SH1			20211031	20201031	20201031		BT-100	1	290				
1		SAP-SH1			20211031	20201031	20201031		AXM-408B	43	293				
1		SAP-SH1			20211031	20201031	20201031		AXM-740B	11	294				
1		SAP-SH1			20211031	20201031	20201031		AXM-410BLT	71	295				
1		SAP-SH1			20211031	20201031	20201031		AXM-608BLT	11	296				
1		SAP-SH1			20211031	20201031	20201031		MX-8	14	297				
1		SAP-SH1			20211031	20201031	20201031		MX-8 REMATE	1	298				
1		SAP-SH1			20211031	20201031	20201031		AN15525 CLD	31	299				
1		SAP-SH1			20211031	20201031	20201031		AN5265 CLD	7	300				
1		SAP-SH1			20211031	20201031	20201031		AN5512 CLD	50	301				
1		SAP-SH1			20211031	20201031	20201031		AN7112E CLD	75	302				
1		SAP-SH1			20211031	20201031	20201031		AN7124 CLD	50	303				
1		SAP-SH1			20211031	20201031	20201031		AN7164 CLD	19	304				
1		SAP-SH1			20211031	20201031	20201031		AN7522N CLD	37	305				
1		SAP-SH1			20211031	20201031	20201031		AN7523 CLD	4	306				
1		SAP-SH1			20211031	20201031	20201031		AN80T53 CLD	74	307				
1		SAP-SH1			20211031	20201031	20201031		17-2 OF	1	308				
1		SAP-SH1			20211031	20201031	20201031		WT01YE	7	309				
1		SAP-SH1			20211031	20201031	20201031		WT02BK	20	310				
1		SAP-SH1			20211031	20201031	20201031		YB1-080	12	311				
1		SAP-SH1			20211031	20201031	20201031		JBA-332	178	312				
1		SAP-SH1			20211031	20201031	20201031		JBA-324	349	313				
1		SAP-SH1			20211031	20201031	20201031		YB4-009D	80	314				
1		SAP-SH1			20211031	20201031	20201031		YB4-009C	107	315				
1		SAP-SH1			20211031	20201031	20201031		YB4-009E	25	316				
1		SAP-SH1			20211031	20201031	20201031		YB8-002	2191	317				
1		SAP-SH1			20211031	20201031	20201031		YB8-001	936	318				
1		SAP-SH1			20211031	20201031	20201031		TLG-150-1	1932	319				
1		SAP-SH1			20211031	20201031	20201031		AN-26358K	56	320				
1		SAP-SH1			20211031	20201031	20201031		AN-265100C	7	321				
1		SAP-SH1			20211031	20201031	20201031		AN-307	49	322				
1		SAP-SH1			20211031	20201031	20201031		AN-315-5	5479	323				
1		SAP-SH1			20211031	20201031	20201031		AN-313	91	324				
1		SAP-SH1			20211031	20201031	20201031		TX-90-3	3131	325				
1		SAP-SH1			20211031	20201031	20201031		OR/12	4	326				
1		SAP-SH1			20211031	20201031	20201031		PC3	68	327				
1		SAP-SH1			20211031	20201031	20201031		J-20D	132	328				
1		SAP-SH1			20211031	20201031	20201031		MEGA-R3P	58	329				
1		SAP-SH1			20211031	20201031	20201031		MINI-PRO	4	330				
1		SAP-SH1			20211031	20201031	20201031		UNO-R3P	285	331				
1		SAP-SH1			20211031	20201031	20201031		HP14-10S/C3.0 OF	4	332				
1		SAP-SH1			20211031	20201031	20201031		HP14-8S/2.0	12	333				
1		SAP-SH1			20211031	20201031	20201031		BL-25C	2	334				
1		SAP-SH1			20211031	20201031	20201031		HV-H961BT-BK	39	335				
1		SAP-SH1			20211031	20201031	20201031		HV-H2561BT-WH	20	338				
1		SAP-SH1			20211031	20201031	20201031		HV-H2561BT-GR	126	339				
1		SAP-SH1			20211031	20201031	20201031		HV-H2575BT-GR	80	340				
1		SAP-SH1			20211031	20201031	20201031		HV-H2561BT-BK	144	341				
1		SAP-SH1			20211031	20201031	20201031		HV-H2575BT-BK	1	342				
1		SAP-SH1			20211031	20201031	20201031		HV-H2587BT-BK	5	343				
1		SAP-SH1			20211031	20201031	20201031		HV-I66-BK	32	344				
1		SAP-SH1			20211031	20201031	20201031		HG-9980WH	2	345				
1		SAP-SH1			20211031	20201031	20201031		HG-8990WH	121	346				
1		SAP-SH1			20211031	20201031	20201031		HV-H607D-BL	1	347				
1		SAP-SH1			20211031	20201031	20201031		HV-H2105D-RD	6	348				
1		SAP-SH1			20211031	20201031	20201031		HV-H2198D-BL	10	349				
1		SAP-SH1			20211031	20201031	20201031		HV-H2262D-WH	50	350				
1		SAP-SH1			20211031	20201031	20201031		HV-H2198D-BK	678	351				
1		SAP-SH1			20211031	20201031	20201031		HV-E25P-PR	3	352				
1		SAP-SH1			20211031	20201031	20201031		HV-H2178D-BL	1	353				
1		SAP-SH1			20211031	20201031	20201031		HV-H2178D	1	354				
1		SAP-SH1			20211031	20201031	20201031		HG-105WH OF	5	355				
1		SAP-SH1			20211031	20201031	20201031		HG-112WH OF	6	356				
1		SAP-SH1			20211031	20201031	20201031		HG-112BK OF	27	357				
1		SAP-SH1			20211031	20201031	20201031		HV-I39BK	13	358				
1		SAP-SH1			20211031	20201031	20201031		HV-H969BT-GR	80	359				
1		SAP-SH1			20211031	20201031	20201031		HV-H969BT-BK	174	360				
1		SAP-SH1			20211031	20201031	20201031		BA4210 CLD	20	361				
1		SAP-SH1			20211031	20201031	20201031		BA5417 CLD	42	362				
1		SAP-SH1			20211031	20201031	20201031		BA5947FP CLD	9	363				
1		SAP-SH1			20211031	20201031	20201031		FY-1530Q	15	391				
1		SAP-SH1			20211031	20201031	20201031		FY-1530F	17	392				
1		SAP-SH1			20211031	20201031	20201031		HD-205PV	78	393				
1		SAP-SH1			20211031	20201031	20201031		RJ45-BD	133	394				
1		SAP-SH1			20211031	20201031	20201031		PC-110	1438	395				
1		SAP-SH1			20211031	20201031	20201031		PC-115	1122	396				
1		SAP-SH1			20211031	20201031	20201031		PC-49	1286	397				
1		SAP-SH1			20211031	20201031	20201031		PC-120	1221	398				
1		SAP-SH1			20211031	20201031	20201031		PC-230	60	399				
1		SAP-SH1			20211031	20201031	20201031		PC-67	3388	400				
1		SAP-SH1			20211031	20201031	20201031		PC-48	2676	401				
1		SAP-SH1			20211031	20201031	20201031		LCD5AHN	6	402				
1		SAP-SH1			20211031	20201031	20201031		LCD5AIH	5	403				
1		SAP-SH1			20211031	20201031	20201031		LCD5AM	10	404				
1		SAP-SH1			20211031	20201031	20201031		LCD5ARHN	5	405				
1		SAP-SH1			20211031	20201031	20201031		LDSP-2W 5A	783	406				
1		SAP-SH1			20211031	20201031	20201031		LDSP-2N 5A	1016	407				
1		SAP-SH1			20211031	20201031	20201031		LCD5BRHN	9	408				
1		SAP-SH1			20211031	20201031	20201031		LDSP-2W 5B	1	409				
1		SAP-SH1			20211031	20201031	20201031		LDSP-2N 5B	790	410				
1		SAP-SH1			20211031	20201031	20201031		LCD5BHN	9	411				
1		SAP-SH1			20211031	20201031	20201031		LCD7AHN	10	412				
1		SAP-SH1			20211031	20201031	20201031		LCD7AH	1	413				
1		SAP-SH1			20211031	20201031	20201031		LCD7ARH	9	414				
1		SAP-SH1			20211031	20201031	20201031		LDSP-2W 7A	267	415				
1		SAP-SH1			20211031	20201031	20201031		LDSP-2N 7A	480	416				
1		SAP-SH1			20211031	20201031	20201031		O-SLY-1	956	417				
1		SAP-SH1			20211031	20201031	20201031		O-SGL-BL	53	418				
1		SAP-SH1			20211031	20201031	20201031		526-9 OF	126	419				
1		SAP-SH1			20211031	20201031	20201031		526-2	1	420				
1		SAP-SH1			20211031	20201031	20201031		526-7 OF	2	421				
1		SAP-SH1			20211031	20201031	20201031		526-8 OF	4	422				
1		SAP-SH1			20211031	20201031	20201031		PQ1-40	94	423				
1		SAP-SH1			20211031	20201031	20201031		PQ1-50	455	424				
1		SAP-SH1			20211031	20201031	20201031		PQ1-65	388	425				
1		SAP-SH1			20211031	20201031	20201031		PQ1-80	256	426				
1		SAP-SH1			20211031	20201031	20201031		PQ1-90	252	427				
1		SAP-SH1			20211031	20201031	20201031		MC-R2	3	428				
1		SAP-SH1			20211031	20201031	20201031		MC-R3	6	429				
1		SAP-SH1			20211031	20201031	20201031		MC-R1	2	430				
