ParentKey	LineNum	ItemCode	ItemDescription	Quantity	Price	WarehouseCode	AccountCode	LineTotal
	86	AX-SPA1004B	CAJA AMPLIFICADA 10 20000W C/BLT - Oferta	2	 66.5600 	200	_SYS00000005053	 133.12 
	87	AX-SPA1504MIC	CAJA AMPLIFICADA 15 20000W C/USB/SD/FM/REC/BLT/2 MIC UHF - Oferta	1	 159.0800 	200	_SYS00000005053	 159.08 
	88	OPTIMUS1504	CAJA AMPLIFICADA 15 80000W C/LED	48	 98.5300 	200	_SYS00000005053	 4729.44 
	89	TDI-P1	CAJA DIRECTA PASIVA CALIDAD	10	 10.9400 	200	_SYS00000005053	 109.40 
	90	AX-SP1004	CAJA PASIVA 10 20000W 8 OHM PLASTICA	30	 30.0100 	200	_SYS00000005053	 900.30 
	91	AX-SP1204	CAJA PASIVA 12 30000W 8 OHM PLASTICA - Oferta	1	 42.9000 	200	_SYS00000005053	 42.90 
	92	AX-SP126	CAJA PASIVA 12 50000W 8 OHM PLASTICA - Oferta	59	 32.4600 	200	_SYS00000005053	 1915.14 
	93	AX-WD1215	CAJA PASIVA 15 12000W 8 OHM BATE-PIEDRA DOBLE	20	 101.0600 	200	_SYS00000005053	 2021.20 
	94	TPS115NEO-MKII	CAJA PASIVA 15 200W 8 OHM BATE PIEDRA - NETO	11	 100.3300 	200	_SYS00000005053	 1103.63 
	95	TPS215NEO-MKII	CAJA PASIVA 15 400W 4 OHM BATE-PIEDRA DOBLE - NETO	8	 157.6200 	200	_SYS00000005053	 1260.96 
	96	AX-SP1504	CAJA PASIVA 15 50000W 8 OHM PLASTICA	137	 52.4500 	200	_SYS00000005053	 7185.65 
	97	AX-SP156	CAJA PASIVA 15 50000W 8 OHM PLASTICA	219	 39.8300 	200	_SYS00000005053	 8722.77 
	98	AX-WD115	CAJA PASIVA 15 5000W 8 OHM BATE-PIEDRA	110	 71.3200 	200	_SYS00000005053	 7845.20 
	99	OPTIMUS1504 PASSIVE	CAJA PASIVA 15 80000W 8 OHM PLASTICA	187	 59.4200 	200	_SYS00000005053	 11111.54 
	100	SPA-543BK	CAJA PASIVA 4 PLASTICA P/EXTERIOR NEGRO	2	 11.5000 	200	_SYS00000005053	 23.00 
	101	SPA-550BK	CAJA PASIVA 5 120W P/EXTERIOR T/OVALADA NEGRO	1	 13.8400 	200	_SYS00000005053	 13.84 
	102	SPA-551WH	CAJA PASIVA 5 120W P/EXTERIOR T/TORRE BLANCO	25	 15.9800 	200	_SYS00000005053	 399.50 
	103	SPA-551BK	CAJA PASIVA 5 120W P/EXTERIOR T/TORRE NEGRO	23	 15.9800 	200	_SYS00000005053	 367.54 
	104	SPA-565WH	CAJA PASIVA 6.5 150W P/EXTERIOR BLANCO	144	 16.7600 	200	_SYS00000005053	 2413.44 
	105	SPA-565BK	CAJA PASIVA 6.5 150W P/EXTERIOR NEGRO	130	 16.5100 	200	_SYS00000005053	 2146.30 
	106	SPA-651WH	CAJA PASIVA 6.5 150W P/EXTERIOR T/TORRE BLANCO	21	 20.1900 	200	_SYS00000005053	 423.99 
	107	AX-SP804	CAJA PASIVA 8 15000W 8 OHM PLASTICA	44	 26.2100 	200	_SYS00000005053	 1153.24 
	108	TAP-20T	CAJA PASIVA AIRPORT 3 20W 70V NEGRO X 2P - NETO	11	 34.4200 	200	_SYS00000005053	 378.62 
	109	TAP-40T	CAJA PASIVA AIRPORT-SERIE 4 40W 70V NEGRO X 2P	2	 60.2500 	200	_SYS00000005053	 120.50 
	110	DPE 215	CAJA PASIVA DOBLE DPE-SERIE 15 2800W - Oferta	6	 310.1100 	200	_SYS00000005053	 1860.66 
	111	SOHO V8 BK	CAJA PASIVA SOHO-SERIE 8X3.5 960W C/PEDESTAL (0.79CM) - NETO	26	 73.0500 	200	_SYS00000005053	 1899.30 
	112	WSB500BPACK-A-U	COMBO BAJO ELECT. 4 CUERDAS SONAMASTER 500 COLOR BLACK	21	 171.2100 	200	_SYS00000005053	 3595.41 
	113	WSB500TSPACK-A-U	COMBO BAJO ELECT. 4 CUERDAS SONAMASTER 500 COLOR TS	16	 171.2100 	200	_SYS00000005053	 2739.36 
	114	WS300BPACK-A-U	COMBO GUITARRA ELECTRICA SONAMASTER 300 COLOR BLUE	16	 132.6300 	200	_SYS00000005053	 2122.08 
	115	WS300TSPACK-A-U	COMBO GUITARRA ELECTRICA SONAMASTER 300 COLOR TS	18	 132.6300 	200	_SYS00000005053	 2387.34 
	116	MXi.12	CONSOLA PASIVA MXi-SERIE 12 CANALES - NETO	19	 67.0200 	200	_SYS00000005053	 1273.38 
	117	MXi.12FX	CONSOLA PASIVA MXi-SERIE 12 CANALES FX C/DSP - NETO	31	 86.1200 	200	_SYS00000005053	 2669.72 
	118	MXi.1222CFX	CONSOLA PASIVA MXi-SERIE 12 CANALES FX/USB - NETO	1	 222.2300 	200	_SYS00000005053	 222.23 
	119	MXi.12USB	CONSOLA PASIVA MXi-SERIE 12 CANALES USB - NETO	7	 82.2700 	200	_SYS00000005053	 575.89 
	120	MXi.1422CFX	CONSOLA PASIVA MXi-SERIE 14 CANALES FX/USB - NETO	6	 243.9400 	200	_SYS00000005053	 1463.64 
	121	MXi.1622CFX	CONSOLA PASIVA MXi-SERIE 16 CANALES FX/USB - NETO	4	 272.7800 	200	_SYS00000005053	 1091.12 
	122	MXi.5	CONSOLA PASIVA MXi-SERIE 5 CANALES - NETO	36	 33.0100 	200	_SYS00000005053	 1188.36 
	123	MXi.6FX	CONSOLA PASIVA MXi-SERIE 6 CANALES FX C/DSP - NETO	16	 68.7600 	200	_SYS00000005053	 1100.16 
	124	MX1222FX	CONSOLA PASIVA MX-SERIE 12 CANALES FX - NETO	1	 166.2100 	200	_SYS00000005053	 166.21 
	125	MX1422FX	CONSOLA PASIVA MX-SERIE 14 CANALES FX - NETO	15	 206.1800 	200	_SYS00000005053	 3092.70 
	126	PV10BT	CONSOLA PASIVA PV 10 CANALES C/BLUET/MP3 - Oferta	3	 188.8400 	200	_SYS00000005053	 566.52 
	127	4780773	CONTROLADOR 2 CH UNIVERSAL DJ - Oferta	1	 130.5700 	200	_SYS00000005053	 130.57 
	128	M-28	DRIVER ESPAÑOL 8 OHM-40W	3	 27.7300 	200	_SYS00000005053	 83.19 
	129	OEM-ISY-601	ECUALIZADOR ISYS _P/GUITARRA - NETO	1	 41.2400 	200	_SYS00000005053	 41.24 
	130	TEQ-231SW	ECUALIZADOR PROF. DOBLE 31 BANDAS SALIDA P/BAJO - NETO	9	 122.1200 	200	_SYS00000005053	 1099.08 
	131	TANK	FOOTSWITCHES 1-WAY ACTIVO - Oferta	13	 8.8100 	200	_SYS00000005053	 114.53 
	132	TANK2	FOOTSWITCHES 2-WAY ACTIVO - Oferta	17	 11.1200 	200	_SYS00000005053	 189.04 
	133	AD880 NS	GUITARRA ACUSTICA STANDARD NATURAL SATINADO	6	 76.6000 	200	_SYS00000005053	 459.60 
	134	AD810 BKS	GUITARRA ACUSTICA STANDARD NEGRO SATINADO	46	 64.1700 	200	_SYS00000005053	 2951.82 
	135	AF510 BKS	GUITARRA ACUSTICA STANDARD NEGRO SATINADO	12	 64.1800 	200	_SYS00000005053	 770.16 
	136	AD810 OP	GUITARRA ACUSTICA STANDARD OPEN PORE	3	 59.3400 	200	_SYS00000005053	 178.02 
	137	AF510 OP	GUITARRA ACUSTICA STANDARD OPEN PORE	12	 60.5700 	200	_SYS00000005053	 726.84 
	138	AF510M OP	GUITARRA ACUSTICA STANDARD OPEN PORE	39	 59.7200 	200	_SYS00000005053	 2329.08 
	139	AP550 VB	GUITARRA ACUSTICA STANDARD VINTAGE BURST - NETO	6	 97.3400 	200	_SYS00000005053	 584.04 
	140	AC160 NAT	GUITARRA CLASICA NATURAL - NETO	1	 97.8900 	200	_SYS00000005053	 97.89 
	141	AC100 OP	GUITARRA CLASICA OPEN PORE	35	 61.1900 	200	_SYS00000005053	 2141.65 
	142	CR200 GT	GUITARRA ELECTRICA CR DORADO TOP	10	 188.4800 	200	_SYS00000005053	 1884.80 
	143	CR100 BK	GUITARRA ELECTRICA CR NEGRO	11	 123.6000 	200	_SYS00000005053	 1359.60 
	144	CR50 BK	GUITARRA ELECTRICA CR NEGRO	28	 94.3700 	200	_SYS00000005053	 2642.36 
	145	CR250 TBK	GUITARRA ELECTRICA CR NEGRO TRANS	2	 209.0900 	200	_SYS00000005053	 418.18 
	146	CR250 VB	GUITARRA ELECTRICA CR VINTAGE BURST	2	 209.6400 	200	_SYS00000005053	 419.28 
	147	G250DX TB	GUITARRA ELECTRICA G C/MIC. ALNICO-V AZUL TRANS.	4	 141.5100 	200	_SYS00000005053	 566.04 
	148	G250DX TR	GUITARRA ELECTRICA G C/MIC. ALNICO-V ROJO TRANS.	3	 145.6900 	200	_SYS00000005053	 437.07 
	149	G100 HH OPBC	GUITARRA ELECTRICA G C/MIC. POWERSOUND HUMBUCKER COLOR OPBC	1	 68.2200 	200	_SYS00000005053	 68.22 
	150	G280DX JSS	GUITARRA ELECTRICA G C/MIC. VOICED TONE H-S-S COLOR JSS - NETO	7	 244.0900 	200	_SYS00000005053	 1708.63 
	151	G110 2T	GUITARRA ELECTRICA G DOS TONOS = G110 2TS	13	 87.5200 	200	_SYS00000005053	 1137.76 
	152	G110 BK	GUITARRA ELECTRICA G NEGRO	11	 85.2200 	200	_SYS00000005053	 937.42 
	153	G250 TAB	GUITARRA ELECTRICA G TABACO BURST	1	 135.0100 	200	_SYS00000005053	 135.01 
	154	G110 CGN	GUITARRA ELECTRICA G VERDE CARIBENO	1	 87.2200 	200	_SYS00000005053	 87.22 
	155	KX500MS SDB	GUITARRA ELECTRICA KX 7-CUERDAS NEGRO STAR DUST	2	 359.9300 	200	_SYS00000005053	 719.86 
	156	KX500MS SDG	GUITARRA ELECTRICA KX 7-CUERDAS VERDE STAR DUST	1	 361.2900 	200	_SYS00000005053	 361.29 
	157	KX300 OPCB	GUITARRA ELECTRICA KX C/MIC. EMG RETRO COLOR OPCB	11	 194.2000 	200	_SYS00000005053	 2136.20 
	158	KX300 OPRB	GUITARRA ELECTRICA KX C/MIC. EMG RETRO COLOR OPRB	8	 193.0800 	200	_SYS00000005053	 1544.64 
	159	JT-LTCRUSDLX-ANS-A-U	GUITARRA ELECTRICA LT SERIE COLOR ANS	3	 149.9500 	200	_SYS00000005053	 449.85 
	160	JT-LT-69CUSTOM-BK-A-U	GUITARRA ELECTRICA LT SERIE COLOR BK	6	 150.0300 	200	_SYS00000005053	 900.18 
	161	JT-LTCRUSDLX-N-A-U	GUITARRA ELECTRICA LT SERIE COLOR NATURAL	5	 149.9500 	200	_SYS00000005053	 749.75 
	162	JT-LT-69CUSTOM-TSB-A-U	GUITARRA ELECTRICA LT SERIE COLOR TSB	7	 150.0100 	200	_SYS00000005053	 1050.07 
	163	JT-LT-69CUSTOM-WHT-A-U	GUITARRA ELECTRICA LT SERIE COLOR WHT	6	 150.0100 	200	_SYS00000005053	 900.06 
	164	M-JET MBLK	GUITARRA ELECTRICA MS C/MIC. MANSON HUMBUCKER COLOR MLBK - NETO	2	 229.1400 	200	_SYS00000005053	 458.28 
	165	N2NM-D-U	GUITARRA ELECTRICA NUNO BETTENCOURT C/MIC. BILL COLOR NATURAL - NETO	2	 469.3000 	200	_SYS00000005053	 938.60 
	166	N24PSVINTAGE-D-U	GUITARRA ELECTRICA NUNO BETTENCOURT C/MIC. BILL COLOR VINTAGE - NETO	2	 586.6600 	200	_SYS00000005053	 1173.32 
	167	PXM10FRQTBLM-D-U	GUITARRA ELECTRICA PARALLAXE C/MIC. DUNCAN COLOR QTB - NETO	1	 608.6600 	200	_SYS00000005053	 608.66 
	168	PXL10WA-D-U	GUITARRA ELECTRICA PARALLAXE C/MIC. DUNCAN COLOR WA - NETO	2	 464.9000 	200	_SYS00000005053	 929.80 
	169	WS300B-A-U	GUITARRA ELECTRICA SONAMASTER 300 C/MIC. 3-SINGLE COLOR BLUE	23	 73.2400 	200	_SYS00000005053	 1684.52 
	170	WS300R-A-U	GUITARRA ELECTRICA SONAMASTER 300 C/MIC. 3-SINGLE COLOR RED	12	 73.6100 	200	_SYS00000005053	 883.32 
	171	S3HXRS-A-U	GUITARRA ELECTRICA SONAMASTER C/MIC. 2-SINGLE 1-HAMB. COLOR RS	14	 123.4800 	200	_SYS00000005053	 1728.72 
	172	S3XTS-A-U	GUITARRA ELECTRICA SONAMASTER C/MIC. 2-SINGLE 1-HAMB. COLOR TS	14	 123.7900 	200	_SYS00000005053	 1733.06 
	173	SUNSET NYELECTRIC NA	GUITARRA ELECTRICA SUNSET NYLON NATURAL - NETO	20	 226.5700 	200	_SYS00000005053	 4531.40 
	174	SUNSET NYELECTRIC BK	GUITARRA ELECTRICA SUNSET NYLON NEGRO - NETO	4	 226.5000 	200	_SYS00000005053	 906.00 
	175	JT-JG-BLK-A-U	GUITARRA ELECTRICA VS SERIE COLOR BLK	6	 122.9700 	200	_SYS00000005053	 737.82 
	176	JT-JG-CRS-A-U	GUITARRA ELECTRICA VS SERIE COLOR CRS	5	 122.9700 	200	_SYS00000005053	 614.85 
	177	JT-JG-SBL-A-U	GUITARRA ELECTRICA VS SERIE COLOR SBL	4	 122.9700 	200	_SYS00000005053	 491.88 
	178	JT-JG-TSB-A-U	GUITARRA ELECTRICA VS SERIE COLOR TSB	7	 123.0300 	200	_SYS00000005053	 861.21 
	179	X500 OPJB	GUITARRA ELECTRICA X C/MIC. EMG 60/81 COLOR OPJB - NETO	3	 366.4500 	200	_SYS00000005053	 1099.35 
	180	X500 OPTG	GUITARRA ELECTRICA X C/MIC. EMG 60/81 COLOR OPTG - NETO	2	 366.4500 	200	_SYS00000005053	 732.90 
	181	X300 BLB	GUITARRA ELECTRICA X C/MIC. EMG RETRO-HOT COLOR BLB - NETO	10	 220.8300 	200	_SYS00000005053	 2208.30 
	182	X300 BRB	GUITARRA ELECTRICA X C/MIC. EMG RETRO-HOT COLOR BRB - NETO	8	 221.5900 	200	_SYS00000005053	 1772.72 
	183	X300 GRB	GUITARRA ELECTRICA X C/MIC. EMG RETRO-HOT COLOR GRB - NETO	9	 220.9000 	200	_SYS00000005053	 1988.10 
	184	X-250 BK	GUITARRA ELECTRICA X C/MIC. EMG SRO-ALNICO COLOR BK - NETO	5	 160.7700 	200	_SYS00000005053	 803.85 
	185	X-250 KB	GUITARRA ELECTRICA X C/MIC. EMG SRO-ALNICO COLOR KB - NETO	3	 160.0900 	200	_SYS00000005053	 480.27 
	186	AG70CE-A-U	GUITARRA ELECTROACUSTICA APPRENTICE COLOR NATURAL	15	 130.8600 	200	_SYS00000005053	 1962.90 
