ParentKey	LineNum	ManufacturerSerialNumber	InternalSerialNumber	ExpiryDate	ManufactureDate	ReceptionDate	WarrantyStart	WarrantyEnd	Location	Notes	BatchID	SystemSerialNumber	BaseLineNumber	Quantity	TrackingNote	TrackingNoteLine	ItemCode
1	75	ADA-000120	ADA-000120	20221031	20201031	20201031				CM15R US BK			4	1			CM15R US BK
1	76	ADA-000121	ADA-000121	20221031	20201031	20201031				CM15R US BK			4	1			CM15R US BK
1	77	ADA-000122	ADA-000122	20221031	20201031	20201031				CM15R US BK			4	1			CM15R US BK
1	78	ADA-000128	ADA-000128	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	79	ADA-000129	ADA-000129	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	80	ADA-000130	ADA-000130	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	81	ADA-000131	ADA-000131	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	82	ADA-000132	ADA-000132	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	83	ADA-000133	ADA-000133	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	84	ADA-000134	ADA-000134	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	85	ADA-000135	ADA-000135	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	86	ADA-000136	ADA-000136	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	87	ADA-000137	ADA-000137	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	88	ADA-000138	ADA-000138	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	89	ADA-000139	ADA-000139	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	90	ADA-000140	ADA-000140	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	91	ADA-000141	ADA-000141	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	92	ADA-000142	ADA-000142	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	93	ADA-000143	ADA-000143	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	94	ADA-000144	ADA-000144	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	95	ADA-000145	ADA-000145	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	96	ADA-000146	ADA-000146	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	97	ADA-000147	ADA-000147	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	98	ADA-000148	ADA-000148	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	99	ADA-000149	ADA-000149	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	100	ADA-000150	ADA-000150	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	101	ADA-000151	ADA-000151	20221031	20201031	20201031				CM15R US DR			5	1			CM15R US DR
1	102	ADA-000157	ADA-000157	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	103	ADA-000158	ADA-000158	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	104	ADA-000159	ADA-000159	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	105	ADA-000160	ADA-000160	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	106	ADA-000161	ADA-000161	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	107	ADA-000162	ADA-000162	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	108	ADA-000163	ADA-000163	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	109	ADA-000164	ADA-000164	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	110	ADA-000165	ADA-000165	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	111	ADA-000166	ADA-000166	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	112	ADA-000167	ADA-000167	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	113	ADA-000168	ADA-000168	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	114	ADA-000169	ADA-000169	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	115	ADA-000170	ADA-000170	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	116	ADA-000171	ADA-000171	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	117	ADA-000172	ADA-000172	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	118	ADA-000173	ADA-000173	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	119	ADA-000174	ADA-000174	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	120	ADA-000175	ADA-000175	20221031	20201031	20201031				CM30R US BK			6	1			CM30R US BK
1	121	ADA-000189	ADA-000189	20221031	20201031	20201031				FRONTLINE 30			7	1			FRONTLINE 30
1	122	ADA-000190	ADA-000190	20221031	20201031	20201031				FRONTLINE 30			7	1			FRONTLINE 30
1	123	ADA-000191	ADA-000191	20221031	20201031	20201031				FRONTLINE 30			7	1			FRONTLINE 30
1	124	ADA-000199	ADA-000199	20221031	20201031	20201031				RG80E-U			8	1			RG80E-U
1	125	ADA-000200	ADA-000200	20221031	20201031	20201031				RG80E-U			8	1			RG80E-U
1	126	ADA-000201	ADA-000201	20221031	20201031	20201031				RG80E-U			8	1			RG80E-U
1	127	ADA-000202	ADA-000202	20221031	20201031	20201031				RG80E-U			8	1			RG80E-U
1	128	ADA-000208	ADA-000208	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	129	ADA-000209	ADA-000209	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	130	ADA-000210	ADA-000210	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	131	ADA-000211	ADA-000211	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	132	ADA-000212	ADA-000212	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	133	ADA-000213	ADA-000213	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	134	ADA-000214	ADA-000214	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	135	ADA-000215	ADA-000215	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	136	ADA-000216	ADA-000216	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	137	ADA-000217	ADA-000217	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	138	ADA-000218	ADA-000218	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	139	ADA-000219	ADA-000219	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	140	ADA-000220	ADA-000220	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	141	ADA-000221	ADA-000221	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	142	ADA-000222	ADA-000222	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	143	ADA-000223	ADA-000223	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	144	ADA-000224	ADA-000224	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	145	ADA-000225	ADA-000225	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	146	ADA-000226	ADA-000226	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	147	ADA-000227	ADA-000227	20221031	20201031	20201031				RBD25TE-U			9	1			RBD25TE-U
1	148	ADA-000228	ADA-000228	20221031	20201031	20201031				KB3			10	1			KB3
1	149	ADA-000229	ADA-000229	20221031	20201031	20201031				GE15B			11	1			GE15B
1	150	ADA-000230	ADA-000230	20221031	20201031	20201031				GE15B			11	1			GE15B
1	151	ADA-000231	ADA-000231	20221031	20201031	20201031				GE15B			11	1			GE15B
1	152	ADA-000232	ADA-000232	20221031	20201031	20201031				GE15B			11	1			GE15B
1	153	ADA-000233	ADA-000233	20221031	20201031	20201031				GE15B			11	1			GE15B
1	154	ADA-000234	ADA-000234	20221031	20201031	20201031				GE15B			11	1			GE15B
1	155	ADA-000235	ADA-000235	20221031	20201031	20201031				GE15B			11	1			GE15B
1	156	ADA-000236	ADA-000236	20221031	20201031	20201031				GE15B			11	1			GE15B
1	157	ADA-000237	ADA-000237	20221031	20201031	20201031				GE15B			11	1			GE15B
1	158	ADA-000238	ADA-000238	20221031	20201031	20201031				GE15B			11	1			GE15B
1	159	ADA-000239	ADA-000239	20221031	20201031	20201031				GE15B			11	1			GE15B
1	160	ADA-000240	ADA-000240	20221031	20201031	20201031				GE15B			11	1			GE15B
1	161	ADA-000241	ADA-000241	20221031	20201031	20201031				GE15B			11	1			GE15B
1	162	ADA-000242	ADA-000242	20221031	20201031	20201031				GE15B			11	1			GE15B
1	163	ADA-000243	ADA-000243	20221031	20201031	20201031				GE15B			11	1			GE15B
1	164	ADA-000244	ADA-000244	20221031	20201031	20201031				GE15B			11	1			GE15B
1	165	ADA-000245	ADA-000245	20221031	20201031	20201031				GE15B			11	1			GE15B
1	166	ADA-000246	ADA-000246	20221031	20201031	20201031				GE15B			11	1			GE15B
1	167	ADA-000247	ADA-000247	20221031	20201031	20201031				GE15B			11	1			GE15B
1	168	ADA-000248	ADA-000248	20221031	20201031	20201031				GE15B			11	1			GE15B
1	169	ADA-000249	ADA-000249	20221031	20201031	20201031				GE15B			11	1			GE15B
1	170	ADA-000257	ADA-000257	20221031	20201031	20201031				GE30B			12	1			GE30B
1	171	ADA-000258	ADA-000258	20221031	20201031	20201031				GE30B			12	1			GE30B
1	172	ADA-000259	ADA-000259	20221031	20201031	20201031				GE30B			12	1			GE30B
1	173	ADA-000260	ADA-000260	20221031	20201031	20201031				GE30B			12	1			GE30B
1	174	ADA-000261	ADA-000261	20221031	20201031	20201031				GE30B			12	1			GE30B
1	175	ADA-000262	ADA-000262	20221031	20201031	20201031				GE30B			12	1			GE30B
1	176	ADA-000263	ADA-000263	20221031	20201031	20201031				GE30B			12	1			GE30B
1	177	ADA-000264	ADA-000264	20221031	20201031	20201031				GE30B			12	1			GE30B
1	178	ADA-000265	ADA-000265	20221031	20201031	20201031				GE30B			12	1			GE30B
1	179	ADA-000266	ADA-000266	20221031	20201031	20201031				GE30B			12	1			GE30B
1	180	ADA-000267	ADA-000267	20221031	20201031	20201031				GE30B			12	1			GE30B
1	181	ADA-000268	ADA-000268	20221031	20201031	20201031				GE30B			12	1			GE30B
1	182	ADA-000269	ADA-000269	20221031	20201031	20201031				GE30B			12	1			GE30B
1	183	ADA-000270	ADA-000270	20221031	20201031	20201031				GE30B			12	1			GE30B
1	184	ADA-000271	ADA-000271	20221031	20201031	20201031				GE30B			12	1			GE30B
1	185	ADA-000272	ADA-000272	20221031	20201031	20201031				GE30B			12	1			GE30B
1	186	ADA-000273	ADA-000273	20221031	20201031	20201031				GE30B			12	1			GE30B
1	187	ADA-000274	ADA-000274	20221031	20201031	20201031				GE30B			12	1			GE30B
1	188	ADA-000275	ADA-000275	20221031	20201031	20201031				GE30B			12	1			GE30B
1	189	ADA-000276	ADA-000276	20221031	20201031	20201031				GE30B			12	1			GE30B
1	190	ADA-000277	ADA-000277	20221031	20201031	20201031				GE30B			12	1			GE30B
1	191	ADA-000278	ADA-000278	20221031	20201031	20201031				GE30B			12	1			GE30B
1	192	ADA-000279	ADA-000279	20221031	20201031	20201031				GE30B			12	1			GE30B
1	193	ADA-000280	ADA-000280	20221031	20201031	20201031				GE30B			12	1			GE30B
1	194	ADA-000281	ADA-000281	20221031	20201031	20201031				GE30B			12	1			GE30B
1	195	ADA-000282	ADA-000282	20221031	20201031	20201031				GE30B			12	1			GE30B
1	196	ADA-000283	ADA-000283	20221031	20201031	20201031				GE30B			12	1			GE30B
1	197	ADA-000284	ADA-000284	20221031	20201031	20201031				GE30B			12	1			GE30B
1	198	ADA-000285	ADA-000285	20221031	20201031	20201031				GE30B			12	1			GE30B
1	199	ADA-000286	ADA-000286	20221031	20201031	20201031				GE30B			12	1			GE30B
1	200	ADA-000287	ADA-000287	20221031	20201031	20201031				GE30B			12	1			GE30B
1	201	ADA-000288	ADA-000288	20221031	20201031	20201031				GE30B			12	1			GE30B
1	202	ADA-000289	ADA-000289	20221031	20201031	20201031				GE30B			12	1			GE30B
1	203	ADA-000290	ADA-000290	20221031	20201031	20201031				GE30B			12	1			GE30B
1	204	ADA-000291	ADA-000291	20221031	20201031	20201031				GE30B			12	1			GE30B
1	205	ADA-000292	ADA-000292	20221031	20201031	20201031				GE30B			12	1			GE30B
1	206	ADA-000293	ADA-000293	20221031	20201031	20201031				GE30B			12	1			GE30B
1	207	ADA-000294	ADA-000294	20221031	20201031	20201031				GE30B			12	1			GE30B
1	208	ADA-000295	ADA-000295	20221031	20201031	20201031				GE30B			12	1			GE30B
1	209	ADA-000296	ADA-000296	20221031	20201031	20201031				GE30B			12	1			GE30B
1	210	ADA-000297	ADA-000297	20221031	20201031	20201031				GE30B			12	1			GE30B
1	211	ADA-000298	ADA-000298	20221031	20201031	20201031				GE30B			12	1			GE30B
1	212	ADA-000299	ADA-000299	20221031	20201031	20201031				GE30B			12	1			GE30B
1	213	ADA-000300	ADA-000300	20221031	20201031	20201031				GE30B			12	1			GE30B
1	214	ADA-000301	ADA-000301	20221031	20201031	20201031				GE30B			12	1			GE30B
1	215	ADA-000302	ADA-000302	20221031	20201031	20201031				GE30B			12	1			GE30B
1	216	ADA-000303	ADA-000303	20221031	20201031	20201031				GE30B			12	1			GE30B
1	217	ADA-000304	ADA-000304	20221031	20201031	20201031				GE30B			12	1			GE30B
1	218	ADA-000305	ADA-000305	20221031	20201031	20201031				GE30B			12	1			GE30B
1	219	ADA-000306	ADA-000306	20221031	20201031	20201031				GE30B			12	1			GE30B
1	220	ADA-000307	ADA-000307	20221031	20201031	20201031				GE30B			12	1			GE30B
1	221	ADA-000308	ADA-000308	20221031	20201031	20201031				GE30B			12	1			GE30B
1	222	ADA-000309	ADA-000309	20221031	20201031	20201031				GE30B			12	1			GE30B
1	223	ADA-000310	ADA-000310	20221031	20201031	20201031				GE30B			12	1			GE30B
1	224	ADA-000311	ADA-000311	20221031	20201031	20201031				GE30B			12	1			GE30B
1	225	ADA-000312	ADA-000312	20221031	20201031	20201031				GE30B			12	1			GE30B
1	226	ADA-000313	ADA-000313	20221031	20201031	20201031				GE30B			12	1			GE30B
1	227	ADA-000314	ADA-000314	20221031	20201031	20201031				GE30B			12	1			GE30B
1	228	ADA-000315	ADA-000315	20221031	20201031	20201031				GE30B			12	1			GE30B
1	229	ADA-000316	ADA-000316	20221031	20201031	20201031				GE30B			12	1			GE30B
1	230	ADA-000317	ADA-000317	20221031	20201031	20201031				GE30B			12	1			GE30B
1	231	ADA-000318	ADA-000318	20221031	20201031	20201031				GE30B			12	1			GE30B
1	232	ADA-000319	ADA-000319	20221031	20201031	20201031				GE30B			12	1			GE30B
1	233	ADA-000320	ADA-000320	20221031	20201031	20201031				GE30B			12	1			GE30B
1	234	ADA-000321	ADA-000321	20221031	20201031	20201031				GE30B			12	1			GE30B
1	235	ADA-000324	ADA-000324	20221031	20201031	20201031				TPM9.1000			13	1			TPM9.1000
1	236	ADA-000327	ADA-000327	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	237	ADA-000328	ADA-000328	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	238	ADA-000329	ADA-000329	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	239	ADA-000330	ADA-000330	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	240	ADA-000331	ADA-000331	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	241	ADA-000332	ADA-000332	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	242	ADA-000333	ADA-000333	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	243	ADA-000334	ADA-000334	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	244	ADA-000335	ADA-000335	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	245	ADA-000336	ADA-000336	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	246	ADA-000337	ADA-000337	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	247	ADA-000338	ADA-000338	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	248	ADA-000339	ADA-000339	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	249	ADA-000340	ADA-000340	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	250	ADA-000341	ADA-000341	20221031	20201031	20201031				TPM8250MK II			14	1			TPM8250MK II
1	251	AUD-000001	AUD-000001	20221031	20201031	20201031				DCN2			15	1			DCN2
1	252	AUD-000002	AUD-000002	20221031	20201031	20201031				DCN2			15	1			DCN2
1	253	AUD-000003	AUD-000003	20221031	20201031	20201031				DCN2			15	1			DCN2
1	254	AUD-000004	AUD-000004	20221031	20201031	20201031				DCN2			15	1			DCN2
1	255	AUD-000005	AUD-000005	20221031	20201031	20201031				DCN2			15	1			DCN2
1	256	AUD-000006	AUD-000006	20221031	20201031	20201031				DCN2			15	1			DCN2
1	257	AUD-000007	AUD-000007	20221031	20201031	20201031				DCN2			15	1			DCN2
1	258	AUD-000008	AUD-000008	20221031	20201031	20201031				DCN2			15	1			DCN2
1	259	AUD-000009	AUD-000009	20221031	20201031	20201031				DCN2			15	1			DCN2
1	260	AUD-000010	AUD-000010	20221031	20201031	20201031				DCN2			15	1			DCN2
1	261	AUD-000011	AUD-000011	20221031	20201031	20201031				DCN2			15	1			DCN2
1	262	AUD-000012	AUD-000012	20221031	20201031	20201031				DCN2			15	1			DCN2
1	263	AUD-000013	AUD-000013	20221031	20201031	20201031				DCN2			15	1			DCN2
1	264	AUD-000014	AUD-000014	20221031	20201031	20201031				DCN2			15	1			DCN2
1	265	AUD-000015	AUD-000015	20221031	20201031	20201031				DCN2			15	1			DCN2
1	266	AUD-000016	AUD-000016	20221031	20201031	20201031				DCN2			15	1			DCN2
1	267	AUD-000017	AUD-000017	20221031	20201031	20201031				DCN2			15	1			DCN2
1	268	AUD-000018	AUD-000018	20221031	20201031	20201031				DCN2			15	1			DCN2
1	269	AUD-000019	AUD-000019	20221031	20201031	20201031				DCN2			15	1			DCN2
1	270	AUD-000020	AUD-000020	20221031	20201031	20201031				DCN2			15	1			DCN2
1	271	AUD-000021	AUD-000021	20221031	20201031	20201031				DCN2			15	1			DCN2
1	272	AUD-000022	AUD-000022	20221031	20201031	20201031				DCN2			15	1			DCN2
1	273	AUD-000023	AUD-000023	20221031	20201031	20201031				DCN2			15	1			DCN2
1	274	AUD-000024	AUD-000024	20221031	20201031	20201031				DCN2			15	1			DCN2
1	275	AUD-000025	AUD-000025	20221031	20201031	20201031				DCN2			15	1			DCN2
1	276	AUD-000026	AUD-000026	20221031	20201031	20201031				DCN2			15	1			DCN2
1	277	AUD-000027	AUD-000027	20221031	20201031	20201031				DCN2			15	1			DCN2
1	278	AUD-000028	AUD-000028	20221031	20201031	20201031				DCN2			15	1			DCN2
1	279	AUD-000029	AUD-000029	20221031	20201031	20201031				DCN2			15	1			DCN2
1	280	AUD-000030	AUD-000030	20221031	20201031	20201031				DCN2			15	1			DCN2
1	281	AUD-000031	AUD-000031	20221031	20201031	20201031				DCN2			15	1			DCN2
1	282	AUD-000032	AUD-000032	20221031	20201031	20201031				DCN2			15	1			DCN2
1	283	AUD-000033	AUD-000033	20221031	20201031	20201031				DCN2			15	1			DCN2
1	284	AUD-000034	AUD-000034	20221031	20201031	20201031				DCN2			15	1			DCN2
1	285	AUD-000035	AUD-000035	20221031	20201031	20201031				DCN2			15	1			DCN2
