ParentKey	LineNum	BatchNumber	ManufacturerSerialNumber	InternalSerialNumber	ExpiryDate	ManufacturingDate	AddmisionDate	Location	Notes	Quantity	BaseLineNumber	TrackingNote	TrackingNoteLine	ItemCode	SystemSerialNumber
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SC5271 CLD	20	50			2SC5271 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SC5287 CLD	18	51			2SC5287 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SC5296 CLD	22	52			2SC5296 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SC5297 CLD	27	53			2SC5297 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SC5299 CLD	5	54			2SC5299 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SC5386 CLD	44	55			2SC5386 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SC5387 CLD	23	56			2SC5387 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SC5885 CLD	5	57			2SC5885 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SC6090 CLD	68	58			2SC6090 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SC828 CLD	7	59			2SC828 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SC945 CLD	152	60			2SC945 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD1047 CLD	2	61			2SD1047 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD1554 CLD	10	62			2SD1554 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD1555 CLD	31	63			2SD1555 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD1651 CLD	9	64			2SD1651 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD1825 CLD	14	65			2SD1825 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD1877 CLD	57	66			2SD1877 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD1878 CLD	54	67			2SD1878 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD1879 CLD	39	68			2SD1879 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD1880 CLD	64	69			2SD1880 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD1881 CLD	7	70			2SD1881 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD1887 CLD	9	71			2SD1887 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD2495 CLD SANK	20	72			2SD2495 CLD SANK	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD2499 CLD	21	73			2SD2499 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD2539 CLD	48	74			2SD2539 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD2580 CLD	18	75			2SD2580 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD2624 CLD	19	76			2SD2624 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD2627 CLD	73	77			2SD2627 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD2645 CLD	28	78			2SD2645 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD2689 CLD	58	79			2SD2689 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD313 CLD	12	80			2SD313 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD401A CLD	10	81			2SD401A CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD5024 CLD	20	82			2SD5024 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD5032 CLD	7	83			2SD5032 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD5036 CLD	22	84			2SD5036 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD5071 CLD	20	85			2SD5071 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD5072 CLD	13	86			2SD5072 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD669AC CLD	4	87			2SD669AC CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD880 CLD	1	88			2SD880 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SD882 CLD	12	89			2SD882 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SK2640 CLD	38	90			2SK2640 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SK2723 CLD	28	91			2SK2723 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SK2845 CLD	11	92			2SK2845 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SK2876 CLD	14	93			2SK2876 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SK2961 CLD	24	94			2SK2961 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SK30 CLD	93	95			2SK30 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		2SK3115 CLD	11	96			2SK3115 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		5Q0765RT CLD	11	97			5Q0765RT CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		5Q1265RF CLD	3	98			5Q1265RF CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS00P CLD	140	99			74LS00P CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS02 CLD	32	100			74LS02 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS04P CLD	5	101			74LS04P CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS08 CLD	106	102			74LS08 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS09 CLD	56	103			74LS09 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS10 CLD	37	104			74LS10 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS11 CLD	23	105			74LS11 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS112 CLD	31	106			74LS112 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS12 CLD	14	107			74LS12 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS138 CLD	13	108			74LS138 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS14 CLD	35	109			74LS14 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS147 CLD	21	110			74LS147 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS151 CLD	25	111			74LS151 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS154 CLD	24	112			74LS154 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS155 CLD	8	113			74LS155 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS157 CLD	36	114			74LS157 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS158N CLD	8	115			74LS158N CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS165 CLD	20	116			74LS165 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS173 CLD	15	117			74LS173 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS192 CLD	59	118			74LS192 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS194 CLD	55	119			74LS194 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS21 CLD	18	120			74LS21 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS244 CLD	2	121			74LS244 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS266 CLD	30	122			74LS266 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS32 CLD	104	123			74LS32 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS47 CLD	65	124			74LS47 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS48 CLD	39	125			74LS48 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS74 CLD	31	126			74LS74 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS83 CLD	36	127			74LS83 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS85 CLD	16	128			74LS85 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS90 CLD	8	129			74LS90 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		74LS93 CLD	33	130			74LS93 CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		78L05 CHICO CLD	1	131			78L05 CHICO CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		93C46P CLD	39	132			93C46P CLD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AVS-312	14	133			AVS-312	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		KD-033	22	134			KD-033	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		ZD-205	113	135			ZD-205	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		TS-192	39	136			TS-192	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-12V 1A	1	137			AD-12V 1A	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-12V 2A	33	138			AD-12V 2A	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		LLA-1250B	29	139			LLA-1250B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		KD-215	1	140			KD-215	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-121S	160	141			AD-121S	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-122S	51	142			AD-122S	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-241S	44	143			AD-241S	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-051S	149	144			AD-051S	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-052SC	223	145			AD-052SC	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-052S	204	146			AD-052S	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-053S	16	147			AD-053S	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-912M	86	148			AD-912M	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-912S	94	149			AD-912S	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-2501	46	150			AD-2501	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		ADC-IPUC05	69	151			ADC-IPUC05	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		ADC-IPUC04	13	152			ADC-IPUC04	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-1200F	1	153			AD-1200F	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-24SW	14	154			AD-24SW	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-30SW	32	155			AD-30SW	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-123S	16	156			AD-123S	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-242S	50	157			AD-242S	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		EB-IPUT04BL	36	158			EB-IPUT04BL	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		EB-IPUT04BK	5	159			EB-IPUT04BK	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		EB-IPUT04RD	31	160			EB-IPUT04RD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HV-H140	114	161			HV-H140	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-503	167	162			AD-503	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-122DTV	85	163			AD-122DTV	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		TJ-1033	11	164			TJ-1033	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		TJ-1143	18	165			TJ-1143	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		TJ-1142	18	166			TJ-1142	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		TJ-1235	14	167			TJ-1235	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		TJ-1240	33	168			TJ-1240	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-1000	26	169			AD-1000	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-1500 EVL	27	170			AD-1500 EVL	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-2000	21	171			AD-2000	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-500J	37	172			AD-500J	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		FY-2096A	125	173			FY-2096A	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		TJ-1187	1	174			TJ-1187	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		TJ-1245	1	175			TJ-1245	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		EV-T01	99	176			EV-T01	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		FY3108ST	7	177			FY3108ST	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		APNR-3002	23	178			APNR-3002	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HV-H236BK	46	179			HV-H236BK	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HV-UC515WH	5	180			HV-UC515WH	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HV-UC515BK	5	181			HV-UC515BK	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		LPS-1504	11	182			LPS-1504	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AXC-ZT	1	183			AXC-ZT	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		LPS-1903	19	184			LPS-1903	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		LPS-1421	21	185			LPS-1421	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		CWT-207BL	8	186			CWT-207BL	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		CWT-207RD	1	187			CWT-207RD	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		UE-208B	77	188			UE-208B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HV-WF31	7	189			HV-WF31	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HV-WF30	2	190			HV-WF30	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		QX-1730B	96	191			QX-1730B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RPAN360	81	192			RPAN360	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1736B	40	193			HY1.1736B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RPAN320	35	194			RPAN320	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1739A	137	195			HY1.1739A	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1740B	57	196			HY1.1740B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RPAN300	53	197			RPAN300	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1758	155	198			HY1.1758	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1744B	136	199			HY1.1744B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1745	886	200			HY1.1745	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RPAN350	73	201			RPAN350	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1761	56	202			HY1.1761	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1750	25	203			HY1.1750	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RPAN335	178	204			RPAN335	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1762	280	205			HY1.1762	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RPAN330	54	206			RPAN330	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1763	455	207			HY1.1763	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1756	154	208			HY1.1756	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RPAN310	93	209			RPAN310	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1764	63	210			HY1.1764	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		QX-1759	24	211			QX-1759	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1747	44	212			HY1.1747	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1757	2	213			HY1.1757	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HDV-241MF	4	214			HDV-241MF	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		ADV-241MF	12	215			ADV-241MF	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HDV-245MF	70	216			HDV-245MF	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		ADV-245MF	32	217			ADV-245MF	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HDC-906	9	218			HDC-906	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HDC-895	7	219			HDC-895	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HDC-894	1	220			HDC-894	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-1321G	50	221			AD-1321G	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RPAN200	8	222			RPAN200	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1713A	2	223			HY1.1713A	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1794A	372	224			HY1.1794A	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1714B	214	225			HY1.1714B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1795B	468	226			HY1.1795B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RPAN240	65	227			RPAN240	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RPAN245	35	228			RPAN245	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		QX-1066B	117	229			QX-1066B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		QX-1819B	2	230			QX-1819B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.4836	13	231			HY1.4836	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RA3XFJF	23	232			RA3XFJF	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1704B	3	233			HY1.1704B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1709A	2	234			HY1.1709A	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1788A	148	235			HY1.1788A	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1710B	200	236			HY1.1710B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		QX-1789B	57	237			QX-1789B	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RPAN220	57	238			RPAN220	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		GCB-003	106	239			GCB-003	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RA3XMJF	15	240			RA3XMJF	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.4838	65	241			HY1.4838	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		JFD-725	763	242			JFD-725	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-3854	47	243			AD-3854	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1721 OF	1	244			HY1.1721 OF	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1800 OF	1	245			HY1.1800 OF	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1722	185	246			HY1.1722	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1801	117	247			HY1.1801	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1723	104	248			HY1.1723	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1804	36	249			HY1.1804	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1300	1	250			HY1.1300	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RPAN260	3	251			RPAN260	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1724	240	252			HY1.1724	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.1805	69	253			HY1.1805	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		QX-4847	8	254			QX-4847	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		HY1.4844	62	255			HY1.4844	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		RA2XMJM	35	256			RA2XMJM	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		JFD-702	4	257			JFD-702	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		JFD-705	274	258			JFD-705	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		AD-3853	38	259			AD-3853	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		PC-1	1	260			PC-1	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		WST-640G	11	261			WST-640G	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		WST-2046 WZ	6	262			WST-2046 WZ	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		TYA-60	42	263			TYA-60	
6		SAP-SH1	SAP-SH1		20211031	20201031	20201031		TYA-61	7	264			TYA-61	
